№15,199,"пр. Культуры, дом № 26 (корпуса 1, 3, 5)"
№15,199,"Придорожная алл., дома №№ 30, 31, 33"
№15,199,"Серая дача, дома №№ 1, 2. ул. Руднева, дом № 23, школа № 103"
№15,199,"ул. Руднева, дом № 23, школа № 103."
№15,200,"ул. Руднева, дома №№ 25, 2У(корпуса 1, 2), 29(корпуса 1, 2, 3), 30 (корпус 1), 31/29. ул. Руднева, дом № 23, школа № 103"
№15,200,"ул. Руднева, дом № 23, школа № 103."
№15,201,"ул. Руднева, дома №№ 28 (корпус 1), 30 (корпус 3).  Сиреневый бул., дом № 16 корп. 2, школа № 83 (филиал)"
№15,201,"Сиреневый бул., дом № 18 корп. 2, школа № 83."
Звёздное,1333,"Орждоникидзе ул., дома: 30, 32, 34, 40/59"
Звёздное,1333,"Юрия Гагарина пр., дома: 53, 57"
Звёздное,1334,"Ленсовета ул., дома: 48, 50, 52, 54"
Звёздное,1334,"Орждоникидзе ул., дома: 17, 19, 23, 25, 26, 27, 29/61"
Звёздное,1334,"Юрия Гагарина пр., дома: 63 к2"
Звёздное,1335,"Ленсовета ул., дома: 43, 43 к3, 45, 47, 49, 51, 53, 55"
Звёздное,1335,"Орджоникидзе ул., дома: 3, 7, 9, 11/39, 13, 15"
Звёздное,1336,"Ленсовета ул., дома: 57, 59, 59 к1, 61, 63, 65, 67 к1, 67 к2, 69 к1"
Звёздное,1336,"Московское шоссе, дома: 2, 4, 6, 8, 10, 12"
Звёздное,1336,"Юрия Гагарина пр., дома: 73, 75"
Звёздное,1337,"Ленсовета ул., дома: 71, 73, 73 к2, 73 к3, 75, 81, 83, 85, 87"
Звёздное,1337,"Московское шоссе, дома: 14 к1, 14 к2, 14 к3"
Звёздное,1337,"Юрия Гагарина пр., дома: 77"
Звёздное,1338,"Орджоникидзе ул., дома: 31 к1, 31 к2, 33"
Звёздное,1338,"Юрия Гагарина пр., дома: 36, 38 к1, 38 к2, 38 к3, 38 к4"
Звёздное,1339,"Орджоникидзе ул., дома: 35 к1, 35 к2, 37 к1, 37 к2, 39, 41 к1, 41 к2, 43, 45/1"
Звёздное,1339,"Пулковская ул., дома: 1 к2, 3"
Звёздное,1340,"Космонавтов пр., дома: 61 к1, 61 к2, 65 к1, 65 к2, 65 к3, 65 к4, 65 к9, 65 к 10"
Звёздное,1341,"Ленсовета ул., дома: 56, 58, 60, 62 к1, 62 к2, 64"
Звёздное,1341,"Юрия Гагарина пр., дома: 44, 46, 48 к1, 48 к2"
Звёздное,1342,"Ленсовета ул., дома: 66, 70"
Звёздное,1342,"Пулковская ул., дома: 9 к1, 9 к2, 11 к2, 13"
Звёздное,1343,"Пулковская ул., дома: 8 к1, 8 к2, 8 к3, 8 к4, 10 к2, 15"
Звёздное,1344,"Звездная ул., дома: 4"
Звёздное,1344,"Ленсовета ул., дома: 87 к1, 89, 91"
Звёздное,1344,"Московское шоссе, дома: 16 к1, 16 к2, 22, 24"
